## Supported OTG Parameter List:
Method	Type	Key
Set/Get Config	Request	flows.{i}.packet.{i}.arp.protocol_type.choice
Set/Get Config	Request	flows.{i}.packet.{i}.arp.hardware_length.choice
Set/Get Config	Request	flows.{i}.packet.{i}.arp.hardware_length.value
Set/Get Config	Request	flows.{i}.packet.{i}.arp.hardware_length.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.arp.hardware_length.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.arp.hardware_length.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.arp.hardware_length.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.arp.hardware_length.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.arp.hardware_length.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.arp.hardware_length.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.arp.protocol_length.choice
Set/Get Config	Request	flows.{i}.packet.{i}.arp.protocol_length.value
Set/Get Config	Request	flows.{i}.packet.{i}.arp.protocol_length.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.arp.protocol_length.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.arp.protocol_length.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.arp.protocol_length.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.arp.protocol_length.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.arp.protocol_length.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.arp.protocol_length.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.arp.operation.choice
Set/Get Config	Request	flows.{i}.packet.{i}.arp.operation.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_hardware_addr.choice
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_hardware_addr.value
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_hardware_addr.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_hardware_addr.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_hardware_addr.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_hardware_addr.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_hardware_addr.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_hardware_addr.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_hardware_addr.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_protocol_addr.choice
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_protocol_addr.value
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_protocol_addr.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_protocol_addr.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_protocol_addr.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_protocol_addr.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_protocol_addr.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_protocol_addr.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_protocol_addr.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_protocol_addr.metric_tags.{i}.name
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_protocol_addr.metric_tags.{i}.offset
Set/Get Config	Request	flows.{i}.packet.{i}.arp.sender_protocol_addr.metric_tags.{i}.length
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_hardware_addr.choice
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_hardware_addr.value
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_hardware_addr.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_hardware_addr.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_hardware_addr.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_hardware_addr.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_hardware_addr.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_hardware_addr.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_hardware_addr.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_protocol_addr.choice
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_protocol_addr.value
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_protocol_addr.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_protocol_addr.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_protocol_addr.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_protocol_addr.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_protocol_addr.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_protocol_addr.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.arp.target_protocol_addr.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.choice
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.type.choice
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.type.value
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.code.choice
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.code.value
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.code.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.code.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.code.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.code.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.code.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.code.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.code.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.identifier.choice
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.identifier.value
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.identifier.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.identifier.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.identifier.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.identifier.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.identifier.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.identifier.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.identifier.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.sequence_number.choice
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.sequence_number.value
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.sequence_number.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.sequence_number.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.sequence_number.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.sequence_number.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.sequence_number.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.sequence_number.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.icmp.echo.sequence_number.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.choice
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.type.choice
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.type.value
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.type.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.code.choice
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.code.value
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.code.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.code.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.code.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.code.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.code.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.code.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.code.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.identifier.choice
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.identifier.value
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.identifier.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.identifier.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.identifier.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.identifier.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.identifier.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.identifier.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.identifier.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.sequence_number.choice
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.sequence_number.value
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.sequence_number.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.sequence_number.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.sequence_number.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.sequence_number.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.sequence_number.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.sequence_number.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.sequence_number.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.icmpv6.echo.checksum.choice
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.address.choice
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.address.value
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.control.choice
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.control.value
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.control.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.control.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.control.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.control.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.control.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.control.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.control.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.protocol_type.choice
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.protocol_type.value
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.protocol_type.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.protocol_type.auto
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.protocol_type.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.protocol_type.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.protocol_type.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.protocol_type.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.protocol_type.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.ppp.protocol_type.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.version.choice
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.version.value
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.version.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.version.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.version.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.version.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.version.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.version.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.version.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.type.choice
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.type.value
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.type.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.unused.choice
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.unused.value
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.unused.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.unused.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.unused.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.unused.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.unused.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.unused.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.unused.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.checksum.choice
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.group_address.choice
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.group_address.value
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.group_address.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.group_address.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.group_address.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.group_address.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.group_address.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.group_address.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.igmpv1.group_address.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.label.choice
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.label.value
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.label.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.label.auto
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.label.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.label.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.label.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.label.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.label.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.label.decrement.count
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.time_to_live.choice
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.time_to_live.value
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.time_to_live.values.{i}
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.time_to_live.increment.start
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.time_to_live.increment.step
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.time_to_live.increment.count
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.time_to_live.decrement.start
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.time_to_live.decrement.step
Set/Get Config	Request	flows.{i}.packet.{i}.mpls.time_to_live.decrement.count
Set/Get Config	Request	flows.{i}.size.choice
Set/Get Config	Request	flows.{i}.size.fixed
Set/Get Config	Request	flows.{i}.size.increment.start
Set/Get Config	Request	flows.{i}.size.increment.end
Set/Get Config	Request	flows.{i}.size.increment.step
Set/Get Config	Request	flows.{i}.size.random.min
Set/Get Config	Request	flows.{i}.size.random.max
Set/Get Config	Request	flows.{i}.rate.choice
Set/Get Config	Request	flows.{i}.rate.pps
Set/Get Config	Request	flows.{i}.rate.bps
Set/Get Config	Request	flows.{i}.rate.kbps
Set/Get Config	Request	flows.{i}.rate.mbps
Set/Get Config	Request	flows.{i}.rate.gbps
Set/Get Config	Request	flows.{i}.rate.percentage
Set/Get Config	Request	flows.{i}.duration.choice
Set/Get Config	Request	flows.{i}.duration.fixed_packets.packets
Set/Get Config	Request	flows.{i}.duration.fixed_packets.gap
Set/Get Config	Request	flows.{i}.duration.fixed_packets.delay.choice
Set/Get Config	Request	flows.{i}.duration.fixed_packets.delay.bytes
Set/Get Config	Request	flows.{i}.duration.fixed_seconds.seconds
Set/Get Config	Request	flows.{i}.duration.fixed_seconds.gap
Set/Get Config	Request	flows.{i}.duration.fixed_seconds.delay.bytes
Set/Get Config	Request	flows.{i}.duration.burst.bursts
Set/Get Config	Request	flows.{i}.duration.burst.packets
Set/Get Config	Request	flows.{i}.duration.burst.gap
Set/Get Config	Request	flows.{i}.duration.burst.inter_burst_gap.bytes
Set/Get Config	Request	flows.{i}.duration.continuous.gap
Set/Get Config	Request	flows.{i}.duration.continuous.delay.choice
Set/Get Config	Request	flows.{i}.duration.continuous.delay.bytes
Set/Get Config	Request	flows.{i}.name
Control_State	Request	port.link.port_names.{i}
Control_State	Request	port.link.state
Control_State	Request	port.capture.state
Control_State	Request	protocol.bgp.choice
Control_State	Request	protocol.bgp.peers.peer_names.{i}
Control_State	Request	protocol.bgp.peers.state
Control_State	Request	protocol.isis.choice
Control_State	Request	protocol.isis.routers.router_names.{i}
Control_State	Request	protocol.isis.routers.state
Control_State	Request	traffic.choice
Control_State	Request	traffic.flow_transmit.flow_names.{i}
Control_State	Request	traffic.flow_transmit.state
Control_action	Request	protocol.ipv4.choice
Control_action	Request	protocol.ipv4.ping.requests.{i}.dst_ip
Control_action	Request	protocol.ipv6.choice
Control_action	Request	protocol.ipv6.ping.requests.{i}.dst_ip

## Supported GNMI Path List:
/ports/port
/network-instances/network-instance/protocols/protocol/bgp/neighbors/neighbor/graceful-restart
/network-instances/network-instance/protocols/protocol/bgp/neighbors/neighbor
/lags/lag
/lacp/lag-members/lag-member
/lacp
/interfaces/interface/ipv6-neighbors/ipv6-neighbor
/interfaces/interface/ipv4-neighbors/ipv4-neighbor
/flows/flow/tagged-metrics/tagged-metric
/flows/flow
/bgp-peers/bgp-peer/unicast-ipv6-prefixes/unicast-ipv6-prefix
/bgp-peers/bgp-peer/unicast-ipv4-prefixes/unicast-ipv4-prefix
/bgp-peers/bgp-peer
/network-instances/network-instance/protocols/protocol/bgp/neighbors/neighbor/graceful-restart
/bgp-peers/bgp-peer/name
